log2FoldChange padj Yekutielipval pval genes gene_type
1 1.17905479421042 3.16381700219328e-12 4.10324553112983e-11 1.51690895248276e-16 KLF15 upregulated
2 1.07548059905294 1.3429539013687e-06 1.74171565248067e-05 3.86331850611891e-10 PRKX upregulated
3 1.2070531978061 1.65521550508234e-06 2.14669673359034e-05 6.64684078488431e-10 GAS2L3 upregulated
4 0.738236951420972 1.65521550508234e-06 2.14669673359034e-05 7.33804442575771e-10 NFKBIA upregulated
5 1.02366707240647 3.92131704276361e-06 5.08566918399791e-05 2.82014458653949e-09 SLC38A2 upregulated
6 1.40283580691572 4.32252095083096e-06 5.60600210518392e-05 3.36058824671404e-09 GNRH1 upregulated
7 0.75110651312379 4.32252095083096e-06 5.60600210518392e-05 3.70429357930287e-09 MPST upregulated
8 0.34790039211023 1.05667624926016e-05 0.000137043390772033 1.06392104494718e-08 RAF1 upregulated
9 0.612044548075625 1.06943122567737e-05 0.000138697620455587 1.14369071468185e-08 ANAPC16 upregulated
10 1.23155209738562 1.06943122567737e-05 0.000138697620455587 1.17931237429062e-08 TJP3 upregulated
11 0.76981408164568 1.54095905042522e-05 0.00019985142417934 1.84705260874673e-08 C1orf226 upregulated
12 2.06195915261345 1.88152084954186e-05 0.000244019866264648 2.43568408388696e-08 SGO1 upregulated
13 0.477111141690762 2.45646345696586e-05 0.000318585831455846 3.29774065278055e-08 HP1BP3 upregulated
14 1.56884416249892 2.98127188106335e-05 0.000386649749798294 4.41556850128007e-08 LOC102724596 upregulated
15 0.573478241786611 3.2345141332889e-05 0.000419493467972177 5.18255766500542e-08 TRAF3IP2-AS1 upregulated
16 0.989959805396617 3.25771122226763e-05 0.000422501965354332 5.46674463150822e-08 P2RX7 upregulated
17 1.00517665799095 5.72441336231006e-05 0.000742415681152082 1.12528622455153e-07 ERI3-IT1 upregulated
18 0.483842804593118 6.96162827843202e-05 0.00090287365239711 1.43524963308518e-07 SYS1 upregulated
19 1.37364571698725 7.47474080987601e-05 0.000969420696684271 1.57687393026104e-07 NEAT1 upregulated
20 0.693870559102742 8.53281490552175e-05 0.00110664537818617 1.88190768401017e-07 STARD10 upregulated
21 1.44062880375759 8.95719743167849e-05 0.00116168477214401 2.01845078050002e-07 LOC100506136 upregulated
22 2.05540169339727 9.9037979150499e-05 0.001284452119322 2.4691829677451e-07 LINC00463 upregulated
23 1.40828726688529 0.000105846841534977 0.00137275821961737 2.68968816289677e-07 ADRA2B upregulated
24 0.601884074057239 0.000129741241468577 0.00168265158474754 3.607897590822e-07 RNASEH2C upregulated
25 1.63748324159608 0.000134709969650858 0.00174709245378393 3.81065743366765e-07 FAAHP1 upregulated
26 0.568858020597431 0.000155887385337934 0.00202174846650095 4.4844623485046e-07 DFFB upregulated
27 0.62682979792245 0.000156208177564352 0.00202590891341859 4.64348037061411e-07 RAD52 upregulated
28 0.657695128413597 0.00015996952445792 0.0020746909062499 4.90868752232194e-07 ARL6IP6 upregulated
29 1.42923784048528 0.000167289056784847 0.00216962003233274 5.29370367157304e-07 AKR1C2 upregulated
30 0.430342801578878 0.000206491184283766 0.00267804373180465 7.12724135336099e-07 SMG9 upregulated
31 0.73543674078644 0.000206491184283766 0.00267804373180465 7.12823765087555e-07 LINC01530 upregulated
32 0.848894832232883 0.000229156900751515 0.0029720019466498 8.2402874604994e-07 DNA2 upregulated
33 0.830116779092051 0.000236003247575794 0.00306079419345741 8.59962929268845e-07 RGCC upregulated
34 1.11351142143816 0.000251156056610779 0.00325731534469265 9.27219463922422e-07 C6orf118 upregulated
35 0.57848047291056 0.00029812708750436 0.00386649619324691 1.1744321066692e-06 RBM48 upregulated
36 0.767181972314609 0.00029812708750436 0.00386649619324691 1.18639057692199e-06 TOB2 upregulated
37 0.543865504641267 0.000352988176402059 0.00457800547996086 1.45548176490277e-06 SMAD4 upregulated
38 0.577357475736112 0.000356672145895815 0.00462578394297434 1.51500894653569e-06 USP31 upregulated
39 1.56164454249522 0.000365753744193686 0.0047435658109061 1.57826326784445e-06 LOC100129316 upregulated
40 1.01789307052438 0.000367226662670169 0.00476266851549412 1.60266377705554e-06 SLC6A9 upregulated
41 0.454572123944342 0.000369908337439322 0.00479744792911015 1.66713255594267e-06 UBIAD1 upregulated
42 1.10783541356813 0.00037658140611989 0.00488399288168952 1.73331807007285e-06 CCNA2 upregulated
43 0.860088312417242 0.00037658140611989 0.00488399288168952 1.71904509758705e-06 RAMP2-AS1 upregulated
44 2.15719038055404 0.000377920750543944 0.00490136322586187 1.75760237823093e-06 CYP4B1 upregulated
45 0.702115753943927 0.000382283447172207 0.00495794429686308 1.79622082863673e-06 SNRNP48 upregulated
46 1.4287756295276 0.000383760234732585 0.0049770971807162 1.82155934403442e-06 ADAMTS2 upregulated
47 1.4747372729281 0.000410066336938253 0.00531826860827355 1.98574579425438e-06 C7orf61 upregulated
48 1.09104706829054 0.000428260190359022 0.00555422994134386 2.135449000208e-06 CPM upregulated
49 0.745178906466055 0.000433423129846536 0.00562118959281848 2.20275455548415e-06 PAN2 upregulated
50 0.339993762110337 0.00045261243095601 0.00587006117410263 2.35525970685843e-06 SH3YL1 upregulated
51 0.427369388885986 0.000454785711138817 0.00589824707168083 2.40237516965993e-06 SMG5 upregulated
52 0.523840004789763 0.000454785711138817 0.00589824707168083 2.42034875276448e-06 ZBTB16 upregulated
53 0.743539555379931 0.000459122920900562 0.00595449759615842 2.46544407828848e-06 TCTE3 upregulated
54 0.855722201383439 0.000496979385531384 0.00644546900573462 2.74021332579514e-06 LHX4-AS1 upregulated
55 3.29621922354883 0.000547962391517365 0.00710668231652509 3.12640957906537e-06 NPC1L1 upregulated
56 0.542028224689528 0.000548200200814699 0.00710976653389882 3.15405015571577e-06 CLN3 upregulated
57 0.535379781765055 0.000560323324421505 0.0072669948208967 3.25066511267211e-06 ZBTB40 upregulated
58 0.655261269635393 0.000600910852383181 0.00779338617859186 3.57256296186002e-06 POGK upregulated
59 1.77854649487803 0.000609469583649971 0.0079043868331754 3.68188941553897e-06 LINC01338 upregulated
60 1.08430079307534 0.000610230923687994 0.00791426087173869 3.71574662263869e-06 DNAH11 upregulated
61 1.44760178085856 0.000627077321091967 0.00813274665905057 3.84839128828555e-06 SH2D6 upregulated
62 0.948385110273397 0.000687393760951136 0.00891500796599159 4.44925721476738e-06 TUBB1 upregulated
63 0.88676713731693 0.00069654536041366 0.00903369769921972 4.57528476658539e-06 ANKRD23 upregulated
64 0.777694794224405 0.00069654536041366 0.00903369769921972 4.55032199176398e-06 CCDC144CP upregulated
65 1.32882584630137 0.000713595125234393 0.00925482101722132 4.72149049634876e-06 MRGPRF upregulated
66 1.08612497892959 0.000748674971093566 0.00970978165702632 5.09717820852886e-06 MC1R upregulated
67 2.15167828462405 0.000764526345038333 0.00991536269807908 5.24175419957241e-06 GMNC upregulated
68 0.498624385757931 0.000797627002834264 0.0103446546769908 5.53471453861705e-06 XKR8 upregulated
69 1.39062609535674 0.000802510306847644 0.0104079876553399 5.65608740981942e-06 LBX2 upregulated
70 1.11360855591031 0.000823190757027615 0.0106761983790445 5.92024804881537e-06 MGC16025 upregulated
71 0.479220513009525 0.000841361084973907 0.0109118546034504 6.15730256729837e-06 TFDP2 upregulated
72 0.474844754840045 0.000841361084973907 0.0109118546034504 6.17194447912009e-06 PPP4R2 upregulated
73 0.542875811548108 0.000841361084973907 0.0109118546034504 6.1511303071398e-06 N4BP2L2-IT2 upregulated
74 0.927966194110547 0.00085599948341112 0.0111017042152603 6.32036824305089e-06 JADE3 upregulated
75 0.755335358751973 0.00087183335560264 0.0113070582710267 6.68159399102671e-06 PHF19 upregulated
76 0.913109512290831 0.00087183335560264 0.0113070582710267 6.68808250929771e-06 NRIP2 upregulated
77 0.884072175065156 0.000878907369844762 0.0113988032022475 6.78448897468508e-06 TEKT2 upregulated
78 1.63628603919548 0.000902807061782529 0.0117087652009062 7.01226178303542e-06 LINC00484 upregulated
79 0.790910545424411 0.000917043325814615 0.0118933994156195 7.21077362197808e-06 CTNS upregulated
80 0.567426728878909 0.000944635143579339 0.0122512456591297 7.47302098530905e-06 MINOS1P1 upregulated
81 0.992466788100415 0.000979060314099588 0.0126977156256216 7.79230052934418e-06 CAPS upregulated
82 0.467647518072368 0.00106577891280527 0.0138223941464029 8.61051878223584e-06 CABYR upregulated
83 0.543965246986694 0.0010867587587339 0.0140944878199331 9.01420459610509e-06 TSC22D3 upregulated
84 1.01683676776871 0.00117388619256321 0.0152244686413622 1.0018302837237e-05 FKBP5 upregulated
85 1.0662019507606 0.00117388619256321 0.0152244686413622 1.00001467108878e-05 PTOV1-AS2 upregulated
86 0.696641717945873 0.00120947751089755 0.0156860627152329 1.06756133338737e-05 ZBED6 upregulated
87 0.321602823889619 0.00120947751089755 0.0156860627152329 1.05644295106876e-05 ZXDC upregulated
88 0.734523180579938 0.00120947751089755 0.0156860627152329 1.07859623640477e-05 PCDHGA1 upregulated
89 0.645655688002161 0.00120947751089755 0.0156860627152329 1.05918898182727e-05 KIAA1958 upregulated
90 1.09314542202488 0.00120947751089755 0.0156860627152329 1.07833096458456e-05 FAM53B-AS1 upregulated
91 0.451583409223422 0.00125200557616599 0.0162376214610117 1.14053343947614e-05 ZFYVE19 upregulated
92 0.314676863999762 0.00125733290959222 0.0163067131848973 1.15744315405718e-05 NSD1 upregulated
93 0.928020211211607 0.00131063727138188 0.0169980328287058 1.21908055160418e-05 C21orf62 upregulated
94 1.45369466050211 0.00131683003498996 0.017078348566255 1.23746793334627e-05 LAMB4 upregulated
95 0.787120132974826 0.00138151617830686 0.0179172818177898 1.3406947411e-05 LOC100506860 upregulated
96 0.687317975577573 0.00138151617830686 0.0179172818177898 1.32785686445366e-05 KDELC1 upregulated
97 0.499181635289848 0.00138507674745203 0.0179634598660874 1.35978579404355e-05 HDAC4 upregulated
98 1.39722648489889 0.00141311580675747 0.0183271065141469 1.43074066815494e-05 SERTAD4-AS1 upregulated
99 0.461667642533932 0.00141311580675747 0.0183271065141469 1.42778045464905e-05 SIRT1 upregulated
100 0.468449291436941 0.00145836436989347 0.0189139481815035 1.48933984171889e-05 AVEN upregulated
101 0.955195519909272 0.00148752531499722 0.0192921448900917 1.52625218108743e-05 C1orf111 upregulated
102 0.672582641383784 0.00158761710408254 0.0205902641744321 1.66700937715911e-05 FAM13A-AS1 upregulated
103 1.62578994888062 0.00160211210009588 0.020778253958842 1.69759205121153e-05 UCKL1-AS1 upregulated
104 0.398827438642308 0.00161676408073968 0.020968279722207 1.72086889736879e-05 RNF169 upregulated
105 1.34115908732133 0.00167677788043649 0.0217466160015852 1.80082583889233e-05 TFCP2L1 upregulated
106 0.675908370895896 0.00175410654497175 0.0227495137575634 1.91751590474928e-05 CDKN2C upregulated
107 0.539561425347859 0.00182495444062034 0.0236683605524587 2.02121338535408e-05 CTDSP2 upregulated
108 0.82262549936701 0.00183471891357138 0.0237949988187441 2.04962126318326e-05 RBM14 upregulated
