log2FoldChange padj Yekutielipval pval genes gene_type
54 -0.384314521991955 0.000407323137019476 0.00528269125724498 1.95293252634356e-06 COX8A downregulated
55 -0.735342264343078 0.000416784874890659 0.0054054032649551 2.03826328037816e-06 ABCA11P downregulated
56 -1.30935991312047 0.000420594346236105 0.00545480939768443 2.07705890887083e-06 MCHR1 downregulated
57 -1.19421183564611 0.000433208000095807 0.00561839951302663 2.18089082850169e-06 PNMA3 downregulated
58 -1.14782079157328 0.00045261243095601 0.00587006117410263 2.34477723504019e-06 GCNT4 downregulated
59 -1.26071974668771 0.00045261243095601 0.00587006117410263 2.36538116575754e-06 BEX5 downregulated
60 -2.19354450764412 0.000495253545047038 0.00642308608267071 2.69190830398595e-06 KRT5 downregulated
61 -0.706889116784922 0.000495253545047038 0.00642308608267071 2.70695230068382e-06 RNF165 downregulated
62 -0.923599217236274 0.00051919507744207 0.00673359072228866 2.88759788000576e-06 EGR1 downregulated
63 -1.91475024115052 0.000525780899764672 0.00681900415168518 2.94943497494686e-06 LOC339685 downregulated
64 -0.53826288678287 0.000542322874753451 0.00703354179688309 3.06823125190138e-06 PRKACA downregulated
65 -1.26744399916401 0.000579517985908962 0.00751593592246913 3.38980650529287e-06 SLC16A6 downregulated
66 -0.732285948165419 0.000600910852383181 0.00779338617859186 3.55983799613243e-06 BEND5 downregulated
67 -0.775127821332525 0.000602448529959898 0.00781332876263072 3.61058955003055e-06 SPARCL1 downregulated
68 -1.09504363661443 0.000646109667001359 0.00837958264307079 3.99617140735366e-06 SCG2 downregulated
69 -1.0532963685157 0.000650053937840695 0.0084307370293196 4.05173380252627e-06 MDH1B downregulated
70 -0.454442587298571 0.00066930135713117 0.00868036236205746 4.2037914265802e-06 ACO2 downregulated
71 -1.17099986120119 0.000682899246020213 0.00885671730539991 4.354681867991e-06 FAM86HP downregulated
72 -1.50144815092265 0.000682899246020213 0.00885671730539991 4.34667989579939e-06 ABCC12 downregulated
73 -1.23944812257029 0.000684886834041263 0.00888249490776897 4.40019349674111e-06 C3orf80 downregulated
74 -1.14438604852808 0.000748674971093566 0.00970978165702632 5.06495077800947e-06 SPTSSB downregulated
75 -2.06636943527948 0.000748674971093566 0.00970978165702632 5.09033306147521e-06 SST downregulated
76 -1.03714392639009 0.000748674971093566 0.00970978165702632 5.07283723967116e-06 KCNE5 downregulated
77 -1.0124298739284 0.000797627002834264 0.0103446546769908 5.54518461000951e-06 MIR22HG downregulated
78 -1.48922649938514 0.0008023353183742 0.010405718179352 5.61638569701458e-06 F3 downregulated
79 -1.22613245664856 0.000823190757027615 0.0106761983790445 5.86490716216953e-06 NLRP14 downregulated
80 -1.00772572473863 0.000823190757027615 0.0106761983790445 5.88717929046632e-06 CYP2B7P downregulated
81 -0.607262942830477 0.000863325984649968 0.011196723723172 6.41585691234334e-06 C17orf58 downregulated
82 -0.978019901385701 0.000866349404252369 0.0112359353241075 6.52140079913803e-06 CHML downregulated
83 -0.791022819467535 0.000866349404252369 0.0112359353241075 6.51182617563207e-06 SMIM10L2A downregulated
84 -0.655055909461897 0.00087183335560264 0.0113070582710267 6.67427126262828e-06 ASS1 downregulated
85 -0.794560788444664 0.000908812015525766 0.0117866451781442 7.10247679583353e-06 COL12A1 downregulated
86 -0.536810055475473 0.00100098587303223 0.012982074523894 8.01479794775773e-06 DHRS7B downregulated
87 -0.892068254496197 0.00106577891280527 0.0138223941464029 8.63578828518442e-06 ATP2B1-AS1 downregulated
88 -0.929674319029235 0.0010867587587339 0.0140944878199331 8.9774412422369e-06 CLEC2L downregulated
89 -1.27205359209246 0.0010867587587339 0.0140944878199331 8.88249947703742e-06 IL33 downregulated
90 -1.18586593853236 0.0010867587587339 0.0140944878199331 8.98213333258236e-06 CCDC184 downregulated
91 -0.926801788813567 0.00109637107202577 0.014219152683708 9.14650076868602e-06 GRASP downregulated
92 -1.12856395751364 0.00113375344482278 0.0147039754595387 9.51272248376983e-06 LYRM9 downregulated
93 -1.89746395830559 0.00116959221262226 0.0151687787769002 9.86950325653343e-06 HECTD2-AS1 downregulated
94 -1.1337530173645 0.00118072538324373 0.0153131680780771 1.0133281085517e-05 PPP1R2P3 downregulated
95 -0.962924141187218 0.00120947751089755 0.0156860627152329 1.07753003133589e-05 ABCC11 downregulated
96 -0.669173633761206 0.00120947751089755 0.0156860627152329 1.0712729313041e-05 DNAL4 downregulated
97 -0.798108599592283 0.00124363948345294 0.0161291191913986 1.11502413293235e-05 FXYD7 downregulated
98 -0.779351073735092 0.00124506569779279 0.0161476161765667 1.12227238425969e-05 GPCPD1 downregulated
99 -1.10246627997809 0.00125194421804672 0.016236825689864 1.1344750309768e-05 RBM3 downregulated
100 -0.550225367345706 0.00125733290959222 0.0163067131848973 1.15310346003766e-05 WBP2 downregulated
101 -1.23406257968121 0.00127506727590591 0.0165367152971358 1.17988197847169e-05 ARL4D downregulated
102 -0.569492547075283 0.00131171519209907 0.0170120126934156 1.22637226091633e-05 EFR3B downregulated
103 -1.14028075842379 0.00131807426876075 0.0170944853929303 1.24495675766346e-05 INHBA-AS1 downregulated
104 -0.601143567678277 0.00134602272966935 0.017456957044248 1.27780841192181e-05 LRRC20 downregulated
105 -0.561594943923659 0.00135686092360171 0.0175975207076572 1.2946028853466e-05 ARSG downregulated
106 -0.879222497817419 0.00138151617830686 0.0179172818177898 1.3382983206153e-05 SMIM10L2B downregulated
107 -0.724109427705259 0.00138151617830686 0.0179172818177898 1.34462187369369e-05 LOC100507599 downregulated
108 -0.814139341360133 0.00138507674745203 0.0179634598660874 1.36136900430391e-05 SLC6A17 downregulated
109 -2.45309959724831 0.00138738460107675 0.0179933910854518 1.37694113450107e-05 CLDN34 downregulated
110 -0.774787349137747 0.00138738460107675 0.0179933910854518 1.37629709456199e-05 ZNF441 downregulated
111 -0.633793423608267 0.00140033050381597 0.0181612902323503 1.3965035469805e-05 DLD downregulated
112 -0.536456302695098 0.00141311580675747 0.0183271065141469 1.43550982249169e-05 DPH2 downregulated
113 -0.531441178744949 0.00141311580675747 0.0183271065141469 1.43635494573804e-05 TASP1 downregulated
114 -0.378838612105338 0.00149379414193588 0.0193734471149159 1.5459767597953e-05 PRDM2 downregulated
115 -0.603720119148826 0.00149379414193588 0.0193734471149159 1.54700836485664e-05 FIBP downregulated
116 -0.669794015370347 0.00155995445146798 0.020231499253322 1.62300482316992e-05 IDH2 downregulated
117 -0.69106450218119 0.00158761710408254 0.0205902641744321 1.66513633015275e-05 EXOC3L1 downregulated
118 -0.610611729150819 0.00159001386743341 0.0206213484896812 1.67714940228868e-05 COPS7A downregulated
119 -0.707608999659547 0.0016630001722781 0.0215679289302693 1.77805551334332e-05 ACSL6 downregulated
120 -0.653853072971004 0.00167886649878398 0.0217737038954003 1.81283795428343e-05 SERPINE2 downregulated
121 -0.734364267721402 0.00167886649878398 0.0217737038954003 1.81916780325636e-05 ZNF596 downregulated
122 -0.697163420393019 0.00169606905531666 0.0219968088131872 1.84593985499775e-05 ADAM21 downregulated
123 -1.33329188088384 0.00178334101410013 0.0231286640204352 1.95802412729026e-05 FBLN7 downregulated
124 -1.03542873298969 0.0017965890249975 0.0233004812951807 1.98118365896067e-05 TUBB3 downregulated
125 -1.0254699700508 0.00182572834246878 0.0236783975087647 2.03082406603422e-05 CPLX1 downregulated
126 -1.80111908231389 0.00189720114940205 0.024605348958368 2.12851833418075e-05 LINC01107 downregulated
127 -1.07501862461728 0.00193308889297673 0.0250707874566853 2.17926202214637e-05 SH2D5 downregulated
128 -0.686814392158287 0.00196427614054957 0.0254752638664864 2.26027843760798e-05 NIT2 downregulated
129 -0.444139806491483 0.0021148326562004 0.0274278747463144 2.51464016271611e-05 COG1 downregulated
130 -0.798735208821365 0.00214593078990217 0.0278311954126165 2.57258903398267e-05 KREMEN2 downregulated
131 -4.04857689047426 0.00214593078990217 0.0278311954126165 2.58248371417483e-05 CD70 downregulated
132 -0.706899074964569 0.00215427377208549 0.0279393979551032 2.60285271403147e-05 GPRASP1 downregulated
133 -0.729656361644437 0.00215534505069048 0.027953291676344 2.61861086823839e-05 KIAA1524 downregulated
134 -0.602525493966276 0.00215534505069048 0.027953291676344 2.6439912568675e-05 E2F3 downregulated
135 -2.41466360796099 0.00219818802733654 0.028508934598616 2.70860777209326e-05 PRTN3 downregulated
136 -1.71239080301903 0.00221163759836303 0.0286833659648164 2.74638796555605e-05 PSG8 downregulated
137 -0.699102382561306 0.0022459185545941 0.029127965574593 2.7997258675479e-05 LYNX1 downregulated
138 -1.37322943817784 0.00244054283051291 0.0316521039487772 3.12425054296853e-05 LOC100507194 downregulated
139 -0.843009199791507 0.00253081404373994 0.0328228573520452 3.28177864702911e-05 SCG3 downregulated
140 -0.505127276199145 0.00253081404373994 0.0328228573520452 3.26437594473448e-05 PYGB downregulated
141 -0.743069850450901 0.00253749114056095 0.0329094545467398 3.33352146767847e-05 DPP6 downregulated
142 -0.873773603297409 0.00254709953449219 0.0330340685791961 3.36118796296979e-05 ZNF215 downregulated
143 -1.02120550625167 0.00258184241573922 0.033484659027748 3.42892242009763e-05 PKN2-AS1 downregulated
144 -0.586141523801831 0.00258309371029616 0.0335008874277956 3.44296903419635e-05 CAPNS1 downregulated
145 -0.399672848556521 0.00263142252051924 0.0341276777081285 3.54523530836604e-05 EDF1 downregulated
146 -1.01282802403155 0.00264931131073222 0.0343596825884609 3.6290029644497e-05 HMGCS1 downregulated
147 -0.472455709851336 0.00264931131073222 0.0343596825884609 3.62146487361723e-05 MRPL2 downregulated
148 -0.760521573897345 0.00264931131073222 0.0343596825884609 3.62680764677649e-05 ARMCX5 downregulated
149 -1.85724035872633 0.00267865620954197 0.0347402650457241 3.69346766932541e-05 TCP11 downregulated
150 -0.41933275387219 0.00267865620954197 0.0347402650457241 3.69877253846713e-05 SLC25A5 downregulated
151 -0.837395165631716 0.00268131256984992 0.0347747161487907 3.71529622038945e-05 TCEAL5 downregulated
152 -1.15452462654235 0.00268271501340439 0.0347929048437865 3.74296432325203e-05 LOC101929715 downregulated
153 -0.661616121078367 0.00268706266568943 0.0348492908003609 3.76191349849602e-05 GSTA4 downregulated
154 -0.638121854597297 0.00268985988017827 0.0348855686819292 3.77872630240319e-05 CYP2E1 downregulated
155 -0.698915692890242 0.00271578436364044 0.0352217907859234 3.84118707040289e-05 FAM162A downregulated
156 -0.664978159622315 0.00273225941485179 0.0354354604773476 3.90378916251539e-05 FBXW7 downregulated
157 -0.932924379827732 0.00273788616283794 0.0355084353950276 3.9249554714894e-05 BFSP1 downregulated
158 -0.322387893643403 0.00278954757496392 0.0361784471507353 4.03913970196626e-05 UBAP2L downregulated
159 -0.360932078268776 0.00280521850969411 0.0363816880235662 4.07528028209864e-05 VPS11 downregulated
160 -0.979979027049644 0.00281018550229512 0.0364461063833485 4.09596966341141e-05 WARS downregulated
161 -0.579881783951042 0.00282506379364545 0.0366390672355462 4.131200350299e-05 MPV17L2 downregulated
162 -0.596707996786226 0.00298182643816658 0.0386721671908644 4.41762654932863e-05 BRE downregulated
163 -1.31735723334449 0.00308521405344691 0.0400130309958161 4.61517372908585e-05 STAT4 downregulated
164 -0.751879430173538 0.00308521405344691 0.0400130309958161 4.59451100047955e-05 TTC8 downregulated
165 -1.73447805844103 0.00310036271231631 0.0402094983223568 4.6526994723834e-05 LOC100506274 downregulated
166 -1.02268480458008 0.00311356090147762 0.040380669444636 4.68743406560854e-05 BDNF downregulated
167 -0.6776352070596 0.00315838678983973 0.0409620293209286 4.78520508984684e-05 TFRC downregulated
168 -0.522468815996847 0.00316324522501951 0.0410250397682013 4.82608426479385e-05 BDH1 downregulated
169 -1.66902756178464 0.00317094660758525 0.0411249212201768 4.86504729552322e-05 GBP6 downregulated
170 -1.14141905568343 0.00319404823742497 0.0414245329212832 4.91580516955178e-05 MSC-AS1 downregulated
171 -0.668855539597363 0.00328374650320212 0.0425878556038058 5.09616352182626e-05 KLHDC9 downregulated
172 -1.32805294911962 0.00332444950955151 0.0431157446340212 5.22807421552906e-05 SCHLAP1 downregulated
173 -0.465891519886528 0.00332444950955151 0.0431157446340212 5.22029085699299e-05 ALDH5A1 downregulated
174 -0.93280661038076 0.00338112833330798 0.043850828648448 5.36911736036169e-05 GNG3 downregulated
175 -0.477310941005574 0.0034066448479097 0.0441817596866115 5.44379920527116e-05 EMD downregulated
176 -0.764139271952025 0.003430731587794 0.0444941475640432 5.5277569623296e-05 LOC441086 downregulated
177 -0.29106551599317 0.00343681001051686 0.0445729803816702 5.56955354823176e-05 IVD downregulated
178 -0.449725276578454 0.00344436278227006 0.0446709344571508 5.59830744205566e-05 DDB1 downregulated
179 -0.390038445902794 0.00357412709049932 0.0463538852013713 5.90753835286558e-05 GTF2H3 downregulated
180 -0.596050950666004 0.00357412709049932 0.0463538852013713 5.91141070725328e-05 GSS downregulated
181 -0.747542671205444 0.00360363495766589 0.0467365812422625 6.01268142718381e-05 KLF10 downregulated
182 -0.977504644198645 0.00368340831826106 0.0477711849666197 6.18110424026164e-05 WNT1 downregulated
183 -0.381580673073985 0.00375448252562122 0.0486929668633824 6.34317456023237e-05 RAB5C downregulated
184 -0.385523578252607 0.00387676566874234 0.0502788922193572 6.68815993258243e-05 MRPS18A downregulated
185 -1.36313828779906 0.00388841388377875 0.0504299612801171 6.74884128075901e-05 SFTPA1 downregulated
186 -0.287404417331442 0.00388841388377875 0.0504299612801171 6.74410377178208e-05 TXN2 downregulated
187 -1.25004159736921 0.0039332979182959 0.0510120752706668 6.88331850303497e-05 PRSS35 downregulated
188 -0.77681292444637 0.00396964663271752 0.0514834922328661 6.98499455438141e-05 STAT1 downregulated
189 -1.26708828777387 0.00410364048117181 0.053221297104285 7.26012052333699e-05 ATOH7 downregulated
190 -1.69829247881361 0.00413069001417465 0.0535721103002951 7.35612169950367e-05 H1FNT downregulated
191 -1.0296621226856 0.00426860840703047 0.0553608137201008 7.81222068372713e-05 RFX8 downregulated
192 -1.23780863040606 0.00426860840703047 0.0553608137201008 7.71875423093872e-05 ZBBX downregulated
193 -0.906130787289085 0.00426860840703047 0.0553608137201008 7.79592031711629e-05 HIST1H2BN downregulated
194 -1.56635186349343 0.00426860840703047 0.0553608137201008 7.79078664227218e-05 TAC1 downregulated
195 -0.380042843017324 0.00426860840703047 0.0553608137201008 7.7620723700903e-05 PITPNA downregulated
196 -0.684654279796387 0.00426860840703047 0.0553608137201008 7.71259198768898e-05 ALDOC downregulated
197 -0.392649443936173 0.00426860840703047 0.0553608137201008 7.81803908273309e-05 MANBAL downregulated
198 -0.835408051204234 0.00429731490930102 0.0557331166285002 7.91747649564463e-05 GPR3 downregulated
199 -0.660427398497061 0.00429731490930102 0.0557331166285002 7.90679208533907e-05 PPP1R2 downregulated
200 -0.334651332286636 0.00429731490930102 0.0557331166285002 7.93242671563932e-05 DDHD1 downregulated
201 -1.65827733582078 0.00441342264162008 0.0572389513004725 8.23139189524003e-05 MROH5 downregulated
202 -2.13053714039116 0.00445497973536797 0.0577779172365224 8.37297816687081e-05 LOC101929719 downregulated
203 -1.35158861601966 0.00445497973536797 0.0577779172365224 8.37252187613888e-05 ADRA1D downregulated
204 -1.24046550822751 0.00447321767646964 0.0580144503554434 8.42870281849052e-05 C9orf106 downregulated
205 -1.4898082622276 0.00462099444163727 0.0599310098494298 8.89616391474786e-05 RGS4 downregulated
206 -0.873501774306449 0.00462099444163727 0.0599310098494298 8.96901945909277e-05 NGEF downregulated
207 -0.590533077037122 0.00462099444163727 0.0599310098494298 8.89728289204033e-05 TMEM150C downregulated
208 -0.533678070410443 0.00462099444163727 0.0599310098494298 8.77485683171864e-05 CROT downregulated
209 -3.36967428464235 0.00470439264517271 0.061012625207473 9.26787322589982e-05 CLEC4F downregulated
210 -0.935175879810613 0.00470439264517271 0.061012625207473 9.2702947555544e-05 GAP43 downregulated
211 -0.97486780896278 0.00470439264517271 0.061012625207473 9.23608678538748e-05 TUBB2A downregulated
212 -1.32036289195697 0.00470439264517271 0.061012625207473 9.2492144186452e-05 LINC00943 downregulated
213 -0.92436903629278 0.00479301435318899 0.0621619857018594 9.5126355462361e-05 MORN3 downregulated
214 -0.773107833163362 0.00486495864908244 0.0630950520277893 9.71663180619524e-05 TSPAN7 downregulated
215 -0.528135594403537 0.00486495864908244 0.0630950520277893 9.69819400645896e-05 GLUD2 downregulated
216 -1.03917057068187 0.004923650571022 0.0638562444932352 9.86760290879416e-05 GFRA2 downregulated
217 -0.929658479450359 0.00496359646272314 0.0643743142851861 9.9770638389709e-05 LRTM2 downregulated
218 -0.526575939770624 0.00496359646272314 0.0643743142851861 9.99525585819494e-05 NIPSNAP1 downregulated
219 -2.9718374647549 0.00499407461714554 0.0647695942613797 0.000101338470772844 SFN downregulated
220 -0.675122122372185 0.00499407461714554 0.0647695942613797 0.000101524075258652 PRRT2 downregulated
221 -0.635423086778491 0.00509753627369366 0.0661114183288908 0.00010436054988096 ANKMY2 downregulated
222 -0.531302367633282 0.00525159260387967 0.0681094193129546 0.000108018086352993 SORCS3 downregulated
223 -0.945258654407077 0.0052737341582436 0.0683965795182796 0.000108979211881047 SVOP downregulated
224 -0.62746186087768 0.00529480974451251 0.0686699148758995 0.000109668591342446 SLC45A1 downregulated
225 -1.39242276200029 0.00530980786794764 0.0688644298649708 0.000110233821106647 BAAT downregulated
226 -0.801975514176518 0.00537422784152649 0.0696999110843956 0.000112940028639424 EXOC3-AS1 downregulated
227 -3.00325330406828 0.00537422784152649 0.0696999110843956 0.000113117227905745 IFNL2 downregulated
228 -1.63363946469523 0.00556377624232215 0.0721582189699606 0.000118017135076071 KRT81 downregulated
229 -1.81210753542928 0.00568075123725485 0.0736753014209329 0.000121203159638414 LOC642943 downregulated
230 -0.942724046456405 0.00573841863080664 0.0744232064821904 0.000122983800545168 CALY downregulated
231 -0.388845605331831 0.00575443484004081 0.0746309253196585 0.00012360295384467 ESYT1 downregulated
232 -0.786764216161521 0.00576164427891387 0.0747244266119814 0.000124034054812884 MARCH4 downregulated
233 -0.872736656566474 0.00577058500047424 0.0748403814088683 0.000124503200374618 LINC00346 downregulated
234 -1.52409287572338 0.0057782562368681 0.074939871886445 0.000125488439872971 CD38 downregulated
235 -1.83089628229882 0.0057782562368681 0.074939871886445 0.000125384264628592 LINC01202 downregulated
236 -0.342878797070563 0.00583323808542667 0.0756529473400342 0.000127812715397228 PNPO downregulated
237 -0.956920492523329 0.00583653948593031 0.075695764155462 0.000128164888745078 NCALD downregulated
238 -0.417050271173588 0.00592646818698975 0.0768620754196302 0.000130423785675231 PRKAG1 downregulated
239 -0.469747995229478 0.0059295150137505 0.0769015905947541 0.000131128513667392 ARF1 downregulated
240 -0.450297930820359 0.0059295150137505 0.0769015905947541 0.000131833871743301 PMS2 downregulated
241 -0.256105494834617 0.00593293221628194 0.0769459092800838 0.00013255724278599 TM9SF4 downregulated
242 -0.768098230948172 0.00594526616883306 0.0771058718684745 0.000133402913506922 ANXA6 downregulated
243 -2.22675300560181 0.00594526616883306 0.0771058718684745 0.000133341431773606 PTF1A downregulated
244 -0.316961444354763 0.00620884032397912 0.0805242411150986 0.000140618616205194 LDB1 downregulated
245 -0.53925985428561 0.0062309304867026 0.0808107348074146 0.000141605266850316 TMEM169 downregulated
246 -1.3236717266556 0.00626847587718428 0.0812976718066206 0.00014318732745309 GADD45A downregulated
247 -1.08045313154786 0.00626847587718428 0.0812976718066206 0.000143360166534828 CHGB downregulated
248 -0.596795378645234 0.00630830712639933 0.0818142547671004 0.000144876018293392 DCBLD1 downregulated
249 -0.604208593415734 0.0063211490093062 0.0819808048507886 0.000145940858689645 FAM127A downregulated
250 -0.629972595999216 0.0063211490093062 0.0819808048507886 0.000146015403156867 LOC81691 downregulated
251 -0.576524562714804 0.00634613759237813 0.0823048889926592 0.000146961905217368 CHCHD6 downregulated
252 -1.01039382987841 0.00641659954844638 0.0832187304258119 0.000149208936136381 PAK1 downregulated
253 -0.589298748606855 0.00642208480766424 0.0832898703348432 0.000149644398356658 NRXN3 downregulated
254 -0.611974234267327 0.00643605604885867 0.0834710673919285 0.000150587109931583 NDUFA7 downregulated
255 -0.504968605946891 0.00643875270676136 0.0835060411261252 0.000150958914206564 EML6 downregulated
256 -0.437569718211222 0.00644046653476188 0.0835282682558214 0.000151515652660577 CHP1 downregulated
257 -0.558598476395998 0.00646786710976867 0.0838836342168395 0.000153179939915066 ACP2 downregulated
258 -1.06793163039693 0.00648807214121859 0.0841456790978986 0.000153981670897214 LOC105378385 downregulated
259 -0.559320927906605 0.00652322857348971 0.0846016330089717 0.000155625656940408 FUCA1 downregulated
260 -1.16549015451215 0.00652322857348971 0.0846016330089717 0.000156067078590946 INHA downregulated
261 -0.758917247784353 0.00652322857348971 0.0846016330089717 0.000155936282665237 STX1B downregulated
262 -0.314045706640347 0.00652851095222583 0.0846701417025139 0.000156506471501794 ACOX1 downregulated
263 -0.520380812501141 0.00654621718475415 0.0848997789395747 0.000157689727782059 PRDX2 downregulated
264 -1.08676104708215 0.00657201100144398 0.0852343063885074 0.000158971761003674 TRPA1 downregulated
265 -1.09639013049281 0.00661456398241209 0.0857861882731821 0.000160789372348992 VSNL1 downregulated
266 -0.908489266011583 0.00676778428089831 0.0877733465209762 0.000166136335610104 CAP2 downregulated
267 -0.444091786036504 0.00682372929754729 0.0884989135793578 0.00016792210172307 LOC730098 downregulated
268 -0.679027906150426 0.00687312756108151 0.0890492663108228 0.000171099364235709 NCR3LG1 downregulated
269 -0.66699327087472 0.0068793431911757 0.0890492663108228 0.000171843400422043 PKM downregulated
270 -0.329720470291727 0.006898533749806 0.0892980051228758 0.000172653527228208 SAMM50 downregulated
271 -0.603792026241694 0.00695067981046963 0.0899733382490697 0.000174291870397258 FH downregulated
272 -0.999039542109462 0.00695079254317067 0.0899751252092991 0.000174627956687032 TPBGL downregulated
273 -0.480495253257292 0.00704417950155604 0.091185946908055 0.000178614851528786 RNFT2 downregulated
274 -0.297255682922391 0.00704417950155604 0.091185946908055 0.00017894405983234 TRIM9 downregulated
275 -0.52001479991496 0.0071369607046231 0.0923882902704678 0.000182722559157919 UBE2MP1 downregulated
276 -0.526580200512234 0.00725438846831961 0.0939087262602145 0.000186081307501126 CES2 downregulated
