chr1 839380 839381 24
chr1 6268793 6268812 2791
chr1 6844223 6844229 3139
chr1 11332705 11332715 4836
chr1 19535878 19535881 7040
chr1 26136686 26136702 9409
chr1 28695930 28695931 11044
chr1 29557077 29557739 11299
chr1 32705469 32707335 12349
chr1 33282077 33282104 12590
chr1 33772257 33772323 12944
chr1 40420293 40420450 15030
chr1 51983414 51983525 18359
chr1 54415256 54415267 18783
chr1 78245245 78245252 20705
chr1 150532621 150533105 25318
chr1 155903394 155904755 27344
chr1 160038622 160040783 28882
chr1 174967944 174967946 30649
chr1 181057311 181057344 31213
chr1 197115722 197115937 32012
chr1 205537287 205537344 35216
chr1 212207995 212208011 36417
chr1 226111198 226112561 37932
chr1 226313088 226313118 38018
chr1 227619377 227619379 38602
chr1 234741724 234741725 40459
chr1 249157027 249157028 41782
chr10 6128267 6128274 42799
chr10 27528722 27528723 44718
chr10 29698128 29698134 44857
chr10 73533204 73533545 48651
chr10 76870630 76870648 49686
chr10 88280528 88280533 51663
chr10 98591509 98591520 52959
chr10 102728591 102728611 53819
chr10 102753560 102753638 53845
chr10 102788937 102788957 53942
chr10 103326154 103326209 54146
chr10 111967135 111967142 55724
chr11 1331716 1331733 60803
chr11 19371017 19371029 64186
chr11 47293967 47293969 66779
chr11 64121808 64121841 70318
chr11 64660682 64660750 70754
chr11 67219744 67219783 72843
chr11 118790846 118790973 80558
chr11 129938482 129938493 83540
chr12 6721591 6721640 86171
chr12 31742649 31742650 88452
chr12 49658297 49658969 89844
chr12 50295210 50298667 90228
chr12 54762377 54762388 92085
chr12 56390508 56390549 92421
chr12 56692617 56692658 92664
chr12 92537866 92537867 94914
chr12 100750756 100750778 95676
chr12 107167529 107167530 96386
chr12 109530359 109530436 96819
chr12 111051306 111051309 97633
chr12 120426298 120426344 99075
chr12 133263177 133263178 103320
chr12 133706398 133706410 103405
chr13 21871257 21871263 103759
chr13 26827997 26827998 104432
chr13 28711781 28711790 104725
chr13 41632860 41633074 105735
chr13 50572910 50572922 106651
chr13 78271248 78271253 107601
chr13 79978632 79978645 107664
chr14 23066770 23066778 110987
chr14 53477762 53477791 113703
chr15 33009497 33009501 125431
chr15 34634706 34634717 125544
chr15 41784799 41784813 126614
chr15 43027995 43028017 127064
chr15 68346182 68346187 130378
chr15 75659852 75659862 132285
chr15 85143656 85143688 134062
chr16 192382 192391 136985
chr16 14013369 14013395 141638
chr16 15239997 15240056 141863
chr16 30108148 30108152 144300
chr16 30938997 30939013 144810
chr16 57829476 57829498 147844
chr16 67692824 67692846 149313
chr16 67875358 67875376 149389
chr16 74806919 74809050 151063
chr16 75584045 75584052 151388
chr16 84233728 84233756 152309
chr16 88635863 88635869 153747
chr16 88784952 88784997 153867
chr16 89221706 89221710 153994
chr16 89480450 89480473 154336
chr16 90088662 90088693 154765
chr17 881720 881748 154961
chr17 899678 899695 154974
chr17 1549002 1549175 155347
chr17 4688618 4688627 156645
chr17 4691981 4692007 156658
chr17 4841395 4841431 156879
chr17 4900192 4900194 156942
chr17 40429366 40429412 167239
chr17 41172266 41172277 167741
chr17 44269108 44269117 169382
chr17 45265677 45267064 169528
chr17 56165557 56165563 172109
chr17 59486610 59486612 172824
chr17 68167459 68167514 174039
chr17 73520578 73520669 175548
chr17 74378987 74382137 176223
chr17 74497164 74497898 176364
chr17 77751147 77751188 178377
chr17 79874894 79875981 180155
chr17 79993694 79993697 180358
chr17 80548742 80548745 180931
chr18 45936090 45937187 184455
chr19 408692 410177 187873
chr19 1503336 1503408 189095
chr19 1813507 1813534 189261
chr19 2014641 2015426 189543
chr19 4791768 4791770 192213
chr19 8007956 8009238 193875
chr19 11266138 11266885 195421
chr19 14542770 14542808 197760
chr19 15559883 15559896 198249
chr19 16221657 16221678 198355
chr19 19026115 19026140 200582
chr19 33571553 33571567 202499
chr19 35528706 35528867 202947
chr19 39440562 39440575 205068
chr19 39629547 39629550 205195
chr19 39737838 39737843 205250
chr19 45639866 45640960 207883
chr19 46171312 46171330 208224
chr19 47103630 47103647 208807
chr19 52673506 52673525 212333
chr19 57793820 57793878 214350
chr19 58094872 58094911 214498
chr2 120770119 120770241 229181
chr2 198363422 198363425 234496
chr2 201559807 201559827 234831
chr2 207307240 207307258 235335
chr2 214014863 214014896 235736
chr2 230784818 230784887 237590
chr2 232789799 232791460 238192
chr2 239198691 239198807 239814
chr2 240221927 240222527 240348
chr2 242497887 242497897 241421
chr20 824785 824840 241915
chr20 4573128 4573132 243161
chr20 13765072 13765075 243862
chr20 24976880 24976886 245069
chr20 25227768 25227776 245251
chr20 32399157 32399161 246739
chr20 36661022 36661024 248219
chr20 49307875 49308448 251639
chr20 62585613 62588719 254291
chr21 34143000 34143002 255317
chr21 38443965 38444050 256140
chr21 47401100 47401103 258393
chr22 22011745 22011839 260888
chr22 26824412 26824427 262042
chr22 31502531 31504085 263388
chr22 35653191 35653202 263936
chr22 41617434 41617465 267233
chr22 44893452 44894675 268887
chr3 9404406 9404427 271557
chr3 39093029 39093031 275030
chr3 47204323 47204347 276488
chr3 111804874 111804876 282100
chr3 129330562 129330586 284880
chr3 158288595 158288621 287060
chr3 196466435 196466439 290709
chr4 2059809 2059851 292118
chr4 3075153 3075167 292651
chr4 40057369 40057371 295763
chr4 55523582 55523583 296585
chr4 57301005 57301006 296745
chr4 174254503 174254507 302372
chr5 6712191 6712192 304045
chr5 52856440 52856441 306083
chr5 67510461 67510478 307011
chr5 72921341 72921392 307563
chr5 131628776 131628780 310967
chr5 132082702 132082704 311192
chr5 141061355 141061936 313844
chr5 149864717 149864787 315052
chr5 167956081 167956085 316479
chr5 172194634 172194794 317066
chr5 173314592 173314598 317468
chr6 10720409 10720413 320993
chr6 11093391 11093401 321060
chr6 18122622 18123284 321946
chr6 35419535 35419625 326127
chr6 136869971 136869974 333867
chr6 143770903 143770904 334274
chr6 143857683 143857684 334299
chr6 150326023 150326354 334974
chr7 1496691 1496726 339154
chr7 37488833 37488945 343718
chr7 64126048 64126223 345822
chr7 64467047 64467070 345917
chr7 66766767 66766772 346375
chr7 72843230 72843280 346653
chr7 73256385 73257294 346868
chr7 74070369 74070392 347397
chr7 75986276 75986333 347911
chr7 79081251 79081280 348096
chr7 97839849 97839854 348985
chr7 106684721 106684722 351128
chr7 134881574 134881637 353193
chr7 140178146 140179528 354005
chr8 28259957 28260299 360168
chr8 42750886 42750887 361588
chr8 143528555 143528572 368107
chr8 143749252 143749311 368270
chr8 145638711 145638732 369375
chr9 469321 469331 369822
chr9 33816333 33816342 371672
chr9 34328778 34328779 371762
chr9 37036725 37036733 372800
chr9 125133333 125133344 379775
