chr1 37791558 37791581 7759
chr1 154928592 154928847 16606
chr1 210405819 210405902 23122
chr10 91024558 91024566 34608
chr10 104677417 104677420 36383
chr10 121410436 121410442 37504
chr10 122893132 122893276 37680
chr11 368539 368588 40026
chr11 43333189 43333213 43344
chr11 65149252 65149305 47008
chr11 120381976 120381982 53908
chr11 125773942 125773948 54775
chr12 53661849 53661922 60715
chr12 64623195 64623222 62213
chr14 65703473 65703526 77133
chr14 67994715 67995198 77307
chr14 77294303 77294309 78635
chr15 91445175 91445189 89911
chr16 50279516 50279545 96318
chr16 83806693 83806999 100665
chr17 47572222 47572235 111035
chr17 49020936 49020956 111543
chr18 72128243 72128391 121715
chr19 1479409 1479567 123218
chr19 49250043 49250243 135732
chr19 54410750 54410887 137199
chr2 43054988 43054992 142487
chr2 105466530 105466543 148467
chr2 240496432 240496473 156650
chr21 45419098 45419141 167218
chr22 38385676 38385781 171362
chr22 42896176 42896606 173184
chr3 148709028 148709029 184970
chr4 36282077 36282092 190877
chr4 55523781 55523790 191701
chr5 42908754 42908787 197957
chr6 159525086 159525121 219320
chr7 128049740 128050518 229497
chr9 98079424 98080225 245694
chrX 133371011 133371019 257150
