chr1 1550759 1550779 279
chr1 1821473 1821504 302
chr1 2159050 2159060 447
chr1 3688708 3688733 791
chr1 9002468 9002469 1234
chr1 9883249 9884588 1345
chr1 19638347 19638356 2269
chr1 23345977 23345988 2599
chr1 27021745 27021748 3234
chr1 27561177 27561181 3312
chr1 28286277 28286960 3534
chr1 32228118 32228175 3871
chr1 36549549 36549623 4560
chr1 36554013 36554028 4569
chr1 37937223 37937252 4751
chr1 46663846 46664417 6132
chr1 52607428 52607435 6420
chr1 53685906 53685909 6529
chr1 70687215 70687217 7222
chr1 84326701 84326759 7430
chr1 90097800 90097838 7688
chr1 110198491 110198522 8599
chr1 147142483 147142721 9584
chr1 155224945 155225507 10598
chr1 161163110 161163161 11734
chr1 165599819 165599834 11902
chr1 182359606 182361413 12674
chr1 201710019 201710045 13376
chr1 202936403 202936774 13591
chr1 204347183 204347303 13836
chr1 206809014 206809015 14412
chr1 212003025 212003123 14694
chr1 214454130 214454141 14884
chr10 15412793 15413071 17610
chr10 43133952 43134091 18429
chr10 48354519 48354537 18766
chr10 72977800 72978068 19691
chr10 75634314 75634689 20407
chr10 104221109 104221128 22237
chr10 104474655 104474770 22365
chr10 120966393 120966424 23023
chr10 121410539 121410549 23049
chr10 134349976 134350077 24242
chr11 575478 575509 24614
chr11 2422436 2422442 25076
chr11 6439910 6440714 25409
chr11 9685238 9685282 25741
chr11 9779589 9779592 25759
chr11 61738296 61738344 27758
chr11 62381226 62381242 27850
chr11 62521598 62521670 27960
chr11 62559044 62559079 28002
chr11 64490456 64490779 28691
chr11 65184660 65187171 29036
chr11 65259905 65261425 29095
chr11 65291656 65291666 29115
chr11 75525657 75526297 30690
chr11 119238403 119238851 32965
chr11 119884877 119884918 33216
chr11 120382416 120382436 33325
chr11 121322557 121322640 33362
chr12 3185903 3185932 34626
chr12 27863655 27863761 35742
chr12 49453493 49453593 36408
chr12 50099936 50100254 36555
chr12 50296777 50298369 36656
chr12 62860331 62860345 38088
chr12 64237313 64237323 38140
chr12 72233198 72233262 38439
chr12 106640756 106640767 39276
chr12 109125235 109125707 39423
chr12 120933927 120933939 40400
chr12 122150310 122150312 40666
chr12 132413309 132413317 41798
chr13 41239061 41241492 42913
chr13 45914731 45914750 43241
chr13 49107076 49107385 43361
chr13 99738395 99738404 44063
chr13 114566077 114566110 44682
chr14 33401973 33402196 45707
chr14 36295935 36295986 45938
chr14 51706996 51707008 46343
chr14 67999236 67999240 47168
chr14 71373876 71373879 47371
chr14 74100553 74100670 47515
chr14 74417011 74417137 47629
chr14 75743664 75743689 47813
chr14 93580788 93582729 48949
chr14 104015120 104015197 49840
chr15 30113865 30113885 50522
chr15 37390952 37391003 51020
chr15 42867823 42867841 51515
chr15 68502658 68502683 53086
chr15 69452383 69452388 53344
chr15 74753238 74753254 53706
chr15 75230144 75230817 53811
chr15 78556288 78556329 54193
chr16 638836 638866 55593
chr16 837988 838013 55756
chr16 1662580 1662720 56095
chr16 2073683 2073692 56208
chr16 3109137 3109595 56557
chr16 4233501 4233552 56728
chr16 11734398 11734408 57160
chr16 30381436 30381461 58345
chr16 56329533 56329632 59304
chr16 66583249 66583250 60060
chr16 89883268 89883282 62314
chr16 90038577 90038669 62350
chr17 685361 685363 62413
chr17 4736522 4736579 62992
chr17 8028813 8028854 63734
chr17 18217901 18217903 64726
chr17 28257150 28257454 65761
chr17 32906093 32906121 66187
chr17 38277353 38277356 66992
chr17 40687533 40687539 67376
chr17 41322290 41322354 67541
chr17 42188178 42188430 67693
chr17 42200777 42201374 67708
chr17 43971412 43971428 67992
chr17 47438346 47438361 68281
chr17 48179146 48179399 68364
chr17 58676813 58676930 69323
chr17 58754806 58754937 69336
chr17 71088718 71089072 69956
chr17 71308165 71308377 69998
chr17 73266376 73266380 70452
chr17 73520914 73521185 70573
chr17 79818269 79819296 72363
chr18 55253963 55254064 74556
chr18 60382017 60382700 74715
chr18 72125128 72125257 74887
chr19 3557018 3557055 76727
chr19 4063613 4063651 76934
chr19 6736887 6737092 77377
chr19 7933849 7933878 77574
chr19 8509513 8509610 77730
chr19 9938443 9938475 77882
chr19 10654131 10654141 78015
chr19 11308460 11308528 78238
chr19 12848410 12848537 78625
chr19 13906249 13906261 79122
chr19 14016979 14017013 79193
chr19 19774218 19774800 80366
chr19 33165677 33165680 80795
chr19 34850091 34850104 80897
chr19 39574459 39574547 81943
chr19 50992687 50992694 84171
chr19 52692512 52692561 84479
chr2 9143411 9144548 85842
chr2 32581702 32581707 87246
chr2 97481445 97481477 90627
chr2 132249690 132249929 92163
chr2 139258869 139258881 92297
chr2 148777974 148777977 92437
chr2 149401744 149401774 92448
chr2 149632844 149632845 92461
chr2 178078107 178078110 93291
chr2 181844796 181844842 93431
chr2 214016277 214016291 94357
chr2 220462304 220462362 94821
chr2 225906415 225907258 94906
chr2 232379021 232379294 95182
chr2 235822140 235822656 95494
chr2 236402089 236402108 95521
chr2 242254306 242254320 96299
chr2 242295834 242295835 96313
chr20 4665515 4665524 97021
chr20 23342029 23342063 97594
chr20 42939790 42939830 99381
chr20 44600817 44600981 99622
chr20 57617901 57618179 100596
chr21 28217041 28218207 101299
chr21 35445169 35445222 101687
chr22 17639570 17639597 102764
chr22 21355637 21355660 103325
chr22 25201973 25201976 103696
chr22 31002861 31002925 104024
chr22 38668338 38669344 105121
chr22 39096463 39097332 105206
chr22 39267555 39268469 105337
chr22 41636911 41637150 105718
chr22 42466522 42466524 106077
chr22 42833863 42833942 106203
